Offline TA/TO,4.71697074010327
Online TA,3.63699835280024
Aviation,3.5726872246696
Groups,3.40799849793466
Direct,3.27360339758249
Corporate,2.06003708854891
Complementary,1.66479663394109
Undefined,1.5
