0,2,3,241
0,3,2,228
1,0,3,210
0,3,1,209
2,1,2,202
0,1,3,195
0,0,4,192
1,0,4,190
1,1,3,184
0,2,2,183
1,2,2,163
1,1,2,152
0,0,3,151
2,0,2,151
0,2,1,143
1,1,1,138
0,1,2,135
0,1,4,134
1,0,2,109
0,1,1,108
0,0,2,100
1,2,0,97
9,0,1,95
0,1,0,85
10,0,2,84
1,0,1,82
0,2,0,81
0,0,1,76
0,3,0,32
0,0,0,13
