BB,2018,2721596.31999999
HB,2018,867505.490000001
SC,2018,82116.57
FB,2018,74928.13
Undefined,2018,17669.85
BB,2019,8235594.88999997
HB,2019,1815241.9
SC,2019,664853.609999998
FB,2019,112752.11
Undefined,2019,112659.79
BB,2020,6111325.92
HB,2020,1752824.71
SC,2020,795496.449999998
Undefined,2020,105412.35
FB,2020,59757.03
